hour,heating [kW(th)/h/m2],PV electricity kW,Wind electricity kW,Demand kW,eur/kWh Elec,eur/kWh Diesel,,
2038.0000,0.0010,0.0000,0.2517,2168.2723,0.0434,0.1190,,
2039.0000,0.0004,0.0000,0.2517,2261.5026,0.0423,0.1190,,
2040.0000,0.0003,0.0000,0.3806,2086.2030,0.0384,0.1190,,
2041.0000,0.0001,0.0000,0.3806,2052.1592,0.0366,0.1190,,
2042.0000,0.0001,0.0000,0.3806,1963.7389,0.0348,0.1190,,
2043.0000,0.0000,0.0000,0.5411,1642.6658,0.0343,0.1190,,
2044.0000,0.0001,0.0000,0.5411,1503.4476,0.0334,0.1190,,
2045.0000,0.0007,0.0000,0.5411,2349.5982,0.0341,0.1190,,
2046.0000,0.0074,0.0000,0.7117,2795.5396,0.0368,0.1190,,
2047.0000,0.0097,0.0000,0.5411,2817.0165,0.0420,0.1190,,
2048.0000,0.0158,0.0000,0.0839,2817.0165,0.0460,0.1190,,
2049.0000,0.0123,0.0642,0.0061,3054.4885,0.0470,0.1190,,
2050.0000,0.0103,0.2555,0.0839,3063.6576,0.0439,0.1190,,
2051.0000,0.0101,0.3761,0.0839,3108.7310,0.0415,0.1190,,
2052.0000,0.0088,0.5674,0.0372,3186.7952,0.0406,0.1190,,
2053.0000,0.0001,0.5584,0.0372,3161.1947,0.0400,0.1190,,
2054.0000,0.0000,0.6201,0.0372,3195.2385,0.0396,0.1190,,
2055.0000,0.0000,0.7112,0.0372,3400.4455,0.0388,0.1190,,
2056.0000,0.0001,0.4236,0.0372,3236.7993,0.0388,0.1190,,
2057.0000,0.0001,0.2734,0.0372,3429.8041,0.0392,0.1190,,
2058.0000,0.0003,0.0924,0.1533,3370.5380,0.0415,0.1190,,
2059.0000,0.0003,0.0026,0.0839,3293.2283,0.0442,0.1190,,
2060.0000,0.0001,0.0000,0.2517,3178.3071,0.0477,0.1190,,
2061.0000,0.0003,0.0000,0.3806,3063.6576,0.0440,0.1190,,
2062.0000,0.0003,0.0000,0.5411,2446.5976,0.0412,0.1190,,
2063.0000,0.0003,0.0000,0.5411,2335.2483,0.0408,0.1190,,
2064.0000,0.0003,0.0000,0.7117,2135.9480,0.0369,0.1190,,
2065.0000,0.0000,0.0000,0.5411,2086.2030,0.0327,0.1190,,
2066.0000,0.0000,0.0000,0.5411,2086.2030,0.0337,0.1190,,
2067.0000,0.0001,0.0000,0.3806,1870.1450,0.0334,0.1190,,
2068.0000,0.0000,0.0000,0.3806,1454.2129,0.0333,0.1190,,
2069.0000,0.0000,0.0000,0.3806,2550.6993,0.0331,0.1190,,
2070.0000,0.0018,0.0000,0.2517,2827.6477,0.0367,0.1190,,
2071.0000,0.0045,0.0000,0.0839,2848.7007,0.0445,0.1190,,
2072.0000,0.0117,0.0064,0.0061,2795.5396,0.0491,0.1190,,
2073.0000,0.0109,0.0770,0.0061,3117.5953,0.0485,0.1190,,
2074.0000,0.0105,0.1502,0.0061,3108.7310,0.0468,0.1190,,
2075.0000,0.0057,0.0411,0.0372,3161.1947,0.0441,0.1190,,
2076.0000,0.0017,0.1515,0.0839,3099.8173,0.0434,0.1190,,
2077.0000,0.0005,0.3415,0.0839,3017.2775,0.0425,0.1190,,
2078.0000,0.0001,0.3248,0.0839,3026.6617,0.0424,0.1190,,
2079.0000,0.0000,0.3736,0.1533,3355.3720,0.0417,0.1190,,
2080.0000,0.0000,0.5597,0.1533,3178.3071,0.0419,0.1190,,
2081.0000,0.0001,0.2632,0.1533,3355.3720,0.0425,0.1190,,
2082.0000,0.0001,0.1245,0.3806,3301.1296,0.0457,0.1190,,
2083.0000,0.0001,0.0167,0.5411,3211.9926,0.0477,0.1190,,
2084.0000,0.0001,0.0000,0.7117,3090.8537,0.0527,0.1190,,
2085.0000,0.0004,0.0000,0.7117,2998.3424,0.0464,0.1190,,
2086.0000,0.0003,0.0000,0.5411,2291.4100,0.0433,0.1190,,
2087.0000,0.0004,0.0000,0.3806,2246.3366,0.0424,0.1190,,
2088.0000,0.0003,0.0000,0.3806,2086.2030,0.0393,0.1190,,
2089.0000,0.0001,0.0000,0.3806,2135.9480,0.0393,0.1190,,
2090.0000,0.0001,0.0000,0.5411,2017.3752,0.0341,0.1190,,
2091.0000,0.0000,0.0000,0.5411,1870.1450,0.0344,0.1190,,
2092.0000,0.0000,0.0000,0.3806,1551.2123,0.0345,0.1190,,
2093.0000,0.0002,0.0000,0.3806,2624.5586,0.0350,0.1190,,
2094.0000,0.0041,0.0000,0.3806,2900.1521,0.0380,0.1190,,
2095.0000,0.0061,0.0000,0.2517,2848.7007,0.0456,0.1190,,
2096.0000,0.0130,0.0231,0.0372,2859.1242,0.0483,0.1190,,
2097.0000,0.0109,0.0937,0.0839,3135.1778,0.0476,0.1190,,
2098.0000,0.0105,0.1939,0.1533,3152.5693,0.0431,0.1190,,
2099.0000,0.0106,0.2067,0.2517,3269.2877,0.0382,0.1190,,
2100.0000,0.0020,0.2285,0.2517,3244.9835,0.0345,0.1190,,
2101.0000,0.0005,0.4878,0.2517,3152.5693,0.0334,0.1190,,
2102.0000,0.0003,0.3980,0.2517,3301.1296,0.0329,0.1190,,
2103.0000,0.0000,0.3171,0.1533,3362.9730,0.0324,0.1190,,
2104.0000,0.0001,0.3826,0.1533,3195.2385,0.0331,0.1190,,
2105.0000,0.0000,0.3055,0.1533,3458.6337,0.0360,0.1190,,
2106.0000,0.0000,0.0899,0.1533,3340.0609,0.0433,0.1190,,
2107.0000,0.0000,0.0116,0.1533,3308.9920,0.0485,0.1190,,
2108.0000,0.0000,0.0000,0.0839,3293.2283,0.0491,0.1190,,
2109.0000,0.0001,0.0000,0.0839,3126.4107,0.0476,0.1190,,
2110.0000,0.0003,0.0000,0.1533,2588.0551,0.0430,0.1190,,
2111.0000,0.0004,0.0000,0.1533,2588.0551,0.0428,0.1190,,
2112.0000,0.0004,0.0000,0.2517,2184.1928,0.0393,0.1190,,
2113.0000,0.0003,0.0000,0.3806,2246.3366,0.0375,0.1190,,
2114.0000,0.0001,0.0000,0.3806,2069.2717,0.0367,0.1190,,
2115.0000,0.0001,0.0000,0.3806,1889.3069,0.0344,0.1190,,
2116.0000,0.0000,0.0000,0.3806,1870.1450,0.0346,0.1190,,
2117.0000,0.0001,0.0000,0.3806,2499.4950,0.0349,0.1190,,
2118.0000,0.0000,0.0000,0.3806,2959.7863,0.0350,0.1190,,
2119.0000,0.0001,0.0051,0.3806,2838.2088,0.0335,0.1190,,
2120.0000,0.0000,0.0989,0.0839,2751.7013,0.0369,0.1190,,
2121.0000,0.0000,0.3043,0.0061,3026.6617,0.0371,0.1190,,
2122.0000,0.0000,0.5353,0.0372,3026.6617,0.0332,0.1190,,
2123.0000,0.0000,0.4776,0.0372,3054.4885,0.0316,0.1190,,
2124.0000,0.0000,0.3980,0.0372,3054.4885,0.0335,0.1190,,
2125.0000,0.0000,0.5880,0.0372,3072.7744,0.0347,0.1190,,
2126.0000,0.0000,0.5790,0.0061,3152.5693,0.0324,0.1190,,
2127.0000,0.0000,0.4968,0.0372,3211.9926,0.0344,0.1190,,
2128.0000,0.0000,0.6984,0.0372,2550.6993,0.0309,0.1190,,
2129.0000,0.0000,0.3607,0.0839,2433.0954,0.0344,0.1190,,
2130.0000,0.0000,0.1040,0.2517,1981.8182,0.0403,0.1190,,
2131.0000,0.0000,0.0167,0.5411,1479.0196,0.0468,0.1190,,
2132.0000,0.0000,0.0000,0.8097,1350.9513,0.0466,0.1190,,
2133.0000,0.0001,0.0000,0.8097,1791.1166,0.0431,0.1190,,
2134.0000,0.0001,0.0000,0.8097,1791.1166,0.0405,0.1190,,
2135.0000,0.0003,0.0000,0.8097,1945.4530,0.0409,0.1190,,
2136.0000,0.0004,0.0000,0.7117,1686.5041,0.0369,0.1190,,
2137.0000,0.0003,0.0000,0.7117,1850.7508,0.0401,0.1190,,
2138.0000,0.0001,0.0000,0.5411,1642.6658,0.0373,0.1190,,
2139.0000,0.0003,0.0000,0.5411,1642.6658,0.0400,0.1190,,
2140.0000,0.0001,0.0000,0.5411,1268.8820,0.0374,0.1190,,
2141.0000,0.0000,0.0000,0.3806,1324.0599,0.0337,0.1190,,
2142.0000,0.0000,0.0000,0.3806,1479.0196,0.0320,0.1190,,
2143.0000,0.0000,0.0000,0.2517,1479.0196,0.0340,0.1190,,
2144.0000,0.0000,0.0282,0.2517,1479.0196,0.0331,0.1190,,
2145.0000,0.0000,0.0834,0.1533,1597.5924,0.0363,0.1190,,
2146.0000,0.0000,0.2157,0.3806,2199.9565,0.0374,0.1190,,
2147.0000,0.0000,0.3928,0.3806,2773.7706,0.0374,0.1190,,
2148.0000,0.0000,0.4416,0.2517,2827.6477,0.0252,0.1190,,
2149.0000,0.0000,0.4840,0.2517,2706.6279,0.0308,0.1190,,
2150.0000,0.0000,0.3684,0.3806,2784.6921,0.0249,0.1190,,
2151.0000,0.0000,0.3543,0.2517,2636.5437,0.0101,0.1190,,
2152.0000,0.0000,0.2657,0.2517,2838.2088,0.0201,0.1190,,
2153.0000,0.0003,0.1284,0.1533,2762.7740,0.0267,0.1190,,
2154.0000,0.0001,0.0488,0.1533,2751.7013,0.0340,0.1190,,
2155.0000,0.0000,0.0000,0.3806,2600.3157,0.0387,0.1190,,
2156.0000,0.0001,0.0000,0.3806,2550.6993,0.0418,0.1190,,
2157.0000,0.0003,0.0000,0.2517,2017.3752,0.0391,0.1190,,
2158.0000,0.0003,0.0000,0.2517,2017.3752,0.0403,0.1190,,
2159.0000,0.0001,0.0000,0.1533,2017.3752,0.0375,0.1190,,
2160.0000,0.0003,0.0000,0.0839,1999.6955,0.0375,0.1190,,
2161.0000,0.0001,0.0000,0.0839,1850.7508,0.0311,0.1190,,
2162.0000,0.0001,0.0000,0.0372,1750.0887,0.0300,0.1190,,
2163.0000,0.0007,0.0000,0.0061,1350.9513,0.0311,0.1190,,
2164.0000,0.0082,0.0000,0.0000,2512.4505,0.0306,0.1190,,
2165.0000,0.0090,0.0000,0.0000,2838.2088,0.0305,0.1190,,
2166.0000,0.0119,0.0000,0.0061,2900.1521,0.0366,0.1190,,
2167.0000,0.0100,0.0103,0.0372,2827.6477,0.0459,0.1190,,
2168.0000,0.0161,0.1630,0.0061,3108.7310,0.0556,0.1190,,
2169.0000,0.0144,0.4172,0.0000,3161.1947,0.0536,0.1190,,
2170.0000,0.0132,0.6457,0.0000,3143.8972,0.0460,0.1190,,
2171.0000,0.0117,0.8203,0.0061,3186.7952,0.0422,0.1190,,
2172.0000,0.0099,0.8909,0.0000,3072.7744,0.0391,0.1190,,
2173.0000,0.0087,0.9243,0.0061,3152.5693,0.0343,0.1190,,
2174.0000,0.0031,0.6419,0.0061,3407.8358,0.0323,0.1190,,
2175.0000,0.0001,0.5764,0.0061,3301.1296,0.0311,0.1190,,
2176.0000,0.0001,0.4506,0.0061,3347.7348,0.0316,0.1190,,
2177.0000,0.0000,0.2580,0.0061,3220.3043,0.0318,0.1190,,
2178.0000,0.0001,0.1104,0.0061,3161.1947,0.0357,0.1190,,
2179.0000,0.0000,0.0180,0.0000,2988.7901,0.0439,0.1190,,
2180.0000,0.0003,0.0000,0.0000,2988.7901,0.0451,0.1190,,
2181.0000,0.0003,0.0000,0.0061,2246.3366,0.0451,0.1190,,
2182.0000,0.0003,0.0000,0.0372,2276.5261,0.0394,0.1190,,
2183.0000,0.0003,0.0000,0.0372,2069.2717,0.0358,0.1190,,
2184.0000,0.0001,0.0000,0.0372,1999.6955,0.0368,0.1190,,
2185.0000,0.0000,0.0000,0.0372,1999.6955,0.0342,0.1190,,
2186.0000,0.0000,0.0000,0.0372,1686.5041,0.0340,0.1190,,
2187.0000,0.0000,0.0000,0.0061,1503.4476,0.0350,0.1190,,
2188.0000,0.0003,0.0000,0.0000,2199.9565,0.0309,0.1190,,
2189.0000,0.0067,0.0000,0.0000,2773.7706,0.0309,0.1190,,
2190.0000,0.0110,0.0000,0.0000,2817.0165,0.0310,0.1190,,
2191.0000,0.0082,0.0000,0.0000,2784.6921,0.0403,0.1190,,
2192.0000,0.0114,0.0141,0.0000,3108.7310,0.0438,0.1190,,
2193.0000,0.0112,0.0924,0.0000,3117.5953,0.0456,0.1190,,
2194.0000,0.0106,0.2234,0.0000,3143.8972,0.0491,0.1190,,
2195.0000,0.0067,0.4121,0.0000,3236.7993,0.0500,0.1190,,
2196.0000,0.0008,0.5559,0.0000,3126.4107,0.0400,0.1190,,
2197.0000,0.0011,0.3145,0.0000,3253.1260,0.0487,0.1190,,
2198.0000,0.0003,0.5713,0.0000,3458.6337,0.0429,0.1190,,
2199.0000,0.0002,0.6380,0.0000,3429.8041,0.0390,0.1190,,
2200.0000,0.0001,0.3749,0.0000,3555.6331,0.0377,0.1190,,
2201.0000,0.0000,0.2426,0.0061,3507.8683,0.0350,0.1190,,
2202.0000,0.0001,0.0834,0.0839,3370.5380,0.0351,0.1190,,
2203.0000,0.0001,0.0039,0.1533,3261.2272,0.0407,0.1190,,
2204.0000,0.0001,0.0000,0.3806,2806.3141,0.0432,0.1190,,
2205.0000,0.0004,0.0000,0.3806,2215.5664,0.0427,0.1190,,
2206.0000,0.0003,0.0000,0.3806,1999.6955,0.0382,0.1190,,
2207.0000,0.0003,0.0000,0.2517,1686.5041,0.0351,0.1190,,
2208.0000,0.0001,0.0000,0.1533,1791.1166,0.0310,0.1190,,
2209.0000,0.0001,0.0000,0.0839,1707.9810,0.0319,0.1190,,
2210.0000,0.0000,0.0000,0.0372,1527.5082,0.0315,0.1190,,
2211.0000,0.0000,0.0000,0.0061,1479.0196,0.0311,0.1190,,
2212.0000,0.0003,0.0000,0.0061,2199.9565,0.0312,0.1190,,
2213.0000,0.0032,0.0000,0.0000,2773.7706,0.0326,0.1190,,
2214.0000,0.0059,0.0000,0.0000,2869.4802,0.0350,0.1190,,
2215.0000,0.0048,0.0013,0.0000,2740.5514,0.0430,0.1190,,
2216.0000,0.0124,0.0282,0.0000,3063.6576,0.0483,0.1190,,
2217.0000,0.0116,0.0706,0.0000,3007.8379,0.0524,0.1190,,
2218.0000,0.0101,0.1887,0.0000,3054.4885,0.0547,0.1190,,
2219.0000,0.0072,0.3941,0.0000,3195.2385,0.0495,0.1190,,
2220.0000,0.0027,0.6303,0.0000,3161.1947,0.0479,0.1190,,
2221.0000,0.0036,0.6804,0.0000,3186.7952,0.0449,0.1190,,
2222.0000,0.0031,0.7189,0.0000,3236.7993,0.0431,0.1190,,
2223.0000,0.0013,0.7985,0.0000,3195.2385,0.0418,0.1190,,
2224.0000,0.0008,0.5790,0.0000,3308.9920,0.0415,0.1190,,
2225.0000,0.0000,0.3466,0.0000,3269.2877,0.0417,0.1190,,
2226.0000,0.0001,0.1053,0.0061,3169.7738,0.0427,0.1190,,
2227.0000,0.0003,0.0231,0.0372,3143.8972,0.0454,0.1190,,
2228.0000,0.0003,0.0000,0.0839,2998.3424,0.0513,0.1190,,
2229.0000,0.0004,0.0000,0.0839,2119.5376,0.0523,0.1190,,
2230.0000,0.0006,0.0000,0.0372,1908.2420,0.0441,0.1190,,
2231.0000,0.0003,0.0000,0.0372,1750.0887,0.0391,0.1190,,
2232.0000,0.0001,0.0000,0.0061,1664.7351,0.0366,0.1190,,
2233.0000,0.0000,0.0000,0.0000,1551.2123,0.0356,0.1190,,
2234.0000,0.0000,0.0000,0.0000,1479.0196,0.0350,0.1190,,
2235.0000,0.0000,0.0000,0.0000,1268.8820,0.0330,0.1190,,
2236.0000,0.0027,0.0000,0.0000,2246.3366,0.0326,0.1190,,
2237.0000,0.0084,0.0000,0.0000,2806.3141,0.0341,0.1190,,
2238.0000,0.0107,0.0000,0.0000,2838.2088,0.0369,0.1190,,
2239.0000,0.0093,0.0167,0.0061,2795.5396,0.0447,0.1190,,
2240.0000,0.0124,0.1374,0.0000,2969.5128,0.0536,0.1190,,
2241.0000,0.0111,0.1399,0.0000,3117.5953,0.0599,0.1190,,
2242.0000,0.0109,0.1733,0.0000,3143.8972,0.0475,0.1190,,
2243.0000,0.0109,0.0578,0.0000,3126.4107,0.0558,0.1190,,
2244.0000,0.0095,0.2016,0.0000,3152.5693,0.0502,0.1190,,
2245.0000,0.0019,0.4583,0.0000,3228.5731,0.0450,0.1190,,
2246.0000,0.0010,0.8306,0.0000,3479.9200,0.0413,0.1190,,
2247.0000,0.0009,0.6804,0.0061,3429.8041,0.0386,0.1190,,
2248.0000,0.0008,0.4955,0.0061,3493.9552,0.0383,0.1190,,
2249.0000,0.0001,0.2580,0.0061,3347.7348,0.0381,0.1190,,
2250.0000,0.0001,0.0822,0.0372,3211.9926,0.0401,0.1190,,
2251.0000,0.0001,0.0282,0.1533,3026.6617,0.0452,0.1190,,
2252.0000,0.0004,0.0000,0.2517,3117.5953,0.0505,0.1190,,
2253.0000,0.0004,0.0000,0.3806,2349.5982,0.0489,0.1190,,
2254.0000,0.0006,0.0000,0.2517,1945.4530,0.0438,0.1190,,
2255.0000,0.0004,0.0000,0.2517,1791.1166,0.0385,0.1190,,
2256.0000,0.0001,0.0000,0.2517,1850.7508,0.0368,0.1190,,
2257.0000,0.0001,0.0000,0.1533,1750.0887,0.0354,0.1190,,
2258.0000,0.0000,0.0000,0.1533,1664.7351,0.0349,0.1190,,
2259.0000,0.0000,0.0000,0.0839,1403.4150,0.0345,0.1190,,
2260.0000,0.0020,0.0000,0.0372,2199.9565,0.0338,0.1190,,
2261.0000,0.0086,0.0000,0.0061,2859.1242,0.0362,0.1190,,
2262.0000,0.0095,0.0000,0.0061,2848.7007,0.0385,0.1190,,
2263.0000,0.0082,0.0000,0.0061,2827.6477,0.0448,0.1190,,
2264.0000,0.0141,0.0051,0.0061,3054.4885,0.0520,0.1190,,
2265.0000,0.0118,0.0308,0.0000,3081.8396,0.0587,0.1190,,
2266.0000,0.0108,0.0693,0.0000,3090.8537,0.0536,0.1190,,
2267.0000,0.0083,0.1297,0.0061,3236.7993,0.0466,0.1190,,
2268.0000,0.0012,0.2940,0.0061,3072.7744,0.0427,0.1190,,
2269.0000,0.0004,0.2580,0.0372,3236.7993,0.0399,0.1190,,
2270.0000,0.0001,0.1746,0.0372,3378.0675,0.0397,0.1190,,
2271.0000,0.0003,0.1861,0.0839,3220.3043,0.0385,0.1190,,
2272.0000,0.0000,0.2555,0.0839,3340.0609,0.0383,0.1190,,
2273.0000,0.0001,0.2362,0.1533,3400.4455,0.0386,0.1190,,
2274.0000,0.0001,0.1386,0.3806,3332.3501,0.0410,0.1190,,
2275.0000,0.0001,0.0308,0.3806,3347.7348,0.0444,0.1190,,
2276.0000,0.0004,0.0000,0.3806,2950.0003,0.0472,0.1190,,
2277.0000,0.0004,0.0000,0.3806,2276.5261,0.0469,0.1190,,
2278.0000,0.0003,0.0000,0.2517,2102.9571,0.0420,0.1190,,
2279.0000,0.0000,0.0000,0.2517,1811.2426,0.0413,0.1190,,
2280.0000,0.0000,0.0000,0.3806,1908.2420,0.0403,0.1190,,
2281.0000,0.0000,0.0000,0.2517,1686.5041,0.0417,0.1190,,
2282.0000,0.0000,0.0000,0.0839,1574.5704,0.0399,0.1190,,
2283.0000,0.0001,0.0000,0.0372,1429.0156,0.0383,0.1190,,
2284.0000,0.0000,0.0000,0.0372,2486.4337,0.0361,0.1190,,
2285.0000,0.0000,0.0000,0.0061,2848.7007,0.0361,0.1190,,
2286.0000,0.0001,0.0000,0.0061,2930.2470,0.0373,0.1190,,
2287.0000,0.0000,0.0000,0.0061,2773.7706,0.0392,0.1190,,
2288.0000,0.0001,0.0270,0.0061,3054.4885,0.0420,0.1190,,
2289.0000,0.0001,0.1849,0.0372,3126.4107,0.0441,0.1190,,
2290.0000,0.0000,0.3877,0.0372,3090.8537,0.0465,0.1190,,
2291.0000,0.0001,0.2734,0.0372,3099.8173,0.0427,0.1190,,
2292.0000,0.0000,0.3749,0.0372,3161.1947,0.0409,0.1190,,
2293.0000,0.0000,0.2452,0.0372,3072.7744,0.0379,0.1190,,
2294.0000,0.0000,0.1361,0.0372,2349.5982,0.0379,0.1190,,
2295.0000,0.0001,0.1682,0.0372,1999.6955,0.0346,0.1190,,
2296.0000,0.0000,0.1669,0.0061,1831.1186,0.0362,0.1190,,
2297.0000,0.0001,0.1374,0.0061,1707.9810,0.0374,0.1190,,
2298.0000,0.0001,0.0436,0.0061,1503.4476,0.0386,0.1190,,
2299.0000,0.0001,0.0154,0.0839,1296.7088,0.0416,0.1190,,
2300.0000,0.0000,0.0000,0.0839,1403.4150,0.0429,0.1190,,
2301.0000,0.0000,0.0000,0.0839,1377.3982,0.0650,0.1190,,
2302.0000,0.0001,0.0000,0.0372,1503.4476,0.0474,0.1190,,
2303.0000,0.0000,0.0000,0.0372,1377.3982,0.0480,0.1190,,
2304.0000,0.0003,0.0000,0.0061,1527.5082,0.0455,0.1190,,
2305.0000,0.0003,0.0000,0.0000,1597.5924,0.0418,0.1190,,
2306.0000,0.0001,0.0000,0.0000,1429.0156,0.0386,0.1190,,
2307.0000,0.0000,0.0000,0.0000,1152.4671,0.0374,0.1190,,
2308.0000,0.0001,0.0000,0.0000,1377.3982,0.0355,0.1190,,
2309.0000,0.0000,0.0000,0.0000,1182.3745,0.0356,0.1190,,
2310.0000,0.0000,0.0000,0.0061,1296.7088,0.0362,0.1190,,
2311.0000,0.0000,0.0193,0.0372,1152.4671,0.0367,0.1190,,
2312.0000,0.0001,0.1951,0.0000,1240.5627,0.0394,0.1190,,
2313.0000,0.0001,0.4570,0.0000,1479.0196,0.0405,0.1190,,
2314.0000,0.0001,0.4005,0.0000,2695.1583,0.0407,0.1190,,
2315.0000,0.0001,0.4326,0.0061,2910.2467,0.0366,0.1190,,
2316.0000,0.0000,0.4583,0.0061,2827.6477,0.0350,0.1190,,
2317.0000,0.0000,0.2041,0.0061,2806.3141,0.0347,0.1190,,
2318.0000,0.0000,0.2144,0.0061,2869.4802,0.0315,0.1190,,
2319.0000,0.0000,0.4968,0.0061,2740.5514,0.0280,0.1190,,
2320.0000,0.0000,0.1322,0.0061,2959.7863,0.0289,0.1190,,
2321.0000,0.0000,0.0745,0.0061,2859.1242,0.0314,0.1190,,
2322.0000,0.0000,0.1566,0.0372,2879.7696,0.0349,0.1190,,
2323.0000,0.0000,0.0193,0.0839,2879.7696,0.0429,0.1190,,
2324.0000,0.0000,0.0000,0.0839,1945.4530,0.0467,0.1190,,
2325.0000,0.0000,0.0000,0.1533,1870.1450,0.0497,0.1190,,
2326.0000,0.0000,0.0000,0.0839,1707.9810,0.0463,0.1190,,
2327.0000,0.0000,0.0000,0.0372,1686.5041,0.0456,0.1190,,
2328.0000,0.0001,0.0000,0.0061,1750.0887,0.0440,0.1190,,
2329.0000,0.0003,0.0000,0.0061,1664.7351,0.0388,0.1190,,
2330.0000,0.0004,0.0000,0.0000,1574.5704,0.0377,0.1190,,
2331.0000,0.0003,0.0000,0.0000,1479.0196,0.0367,0.1190,,
2332.0000,0.0004,0.0000,0.0000,2612.4831,0.0363,0.1190,,
2333.0000,0.0010,0.0000,0.0000,2838.2088,0.0372,0.1190,,
2334.0000,0.0041,0.0000,0.0000,2838.2088,0.0416,0.1190,,
2335.0000,0.0045,0.0141,0.0000,2773.7706,0.0550,0.1190,,
2336.0000,0.0110,0.1117,0.0000,3054.4885,0.0595,0.1190,,
2337.0000,0.0103,0.1515,0.0000,3152.5693,0.0600,0.1190,,
2338.0000,0.0099,0.2747,0.0000,3253.1260,0.0586,0.1190,,
2339.0000,0.0021,0.4904,0.0000,3203.6375,0.0491,0.1190,,
2340.0000,0.0011,0.6059,0.0000,3277.3078,0.0444,0.1190,,
2341.0000,0.0001,0.5816,0.0000,3370.5380,0.0410,0.1190,,
2342.0000,0.0001,0.7549,0.0000,3615.0213,0.0405,0.1190,,
2343.0000,0.0001,0.7074,0.0000,3595.4692,0.0393,0.1190,,
2344.0000,0.0000,0.3928,0.0000,3569.0223,0.0402,0.1190,,
2345.0000,0.0001,0.1823,0.0000,3465.7606,0.0397,0.1190,,
2346.0000,0.0001,0.1772,0.0000,3429.8041,0.0428,0.1190,,
2347.0000,0.0001,0.0334,0.0061,3285.2879,0.0451,0.1190,,
2348.0000,0.0003,0.0000,0.0372,2624.5586,0.0485,0.1190,,
2349.0000,0.0000,0.0000,0.0839,2135.9480,0.0466,0.1190,,
2350.0000,0.0001,0.0000,0.1533,2086.2030,0.0438,0.1190,,
2351.0000,0.0001,0.0000,0.1533,1729.1733,0.0424,0.1190,,
2352.0000,0.0001,0.0000,0.1533,1791.1166,0.0374,0.1190,,
2353.0000,0.0001,0.0000,0.1533,1791.1166,0.0348,0.1190,,
2354.0000,0.0000,0.0000,0.1533,1454.2129,0.0347,0.1190,,
2355.0000,0.0000,0.0000,0.1533,1324.0599,0.0356,0.1190,,
2356.0000,0.0000,0.0000,0.1533,2276.5261,0.0350,0.1190,,
2357.0000,0.0003,0.0000,0.2517,2762.7740,0.0351,0.1190,,
2358.0000,0.0017,0.0000,0.2517,3007.8379,0.0375,0.1190,,
2359.0000,0.0019,0.0257,0.2517,2900.1521,0.0472,0.1190,,
2360.0000,0.0020,0.1951,0.0061,3017.2775,0.0521,0.1190,,
2361.0000,0.0016,0.4468,0.0000,3090.8537,0.0553,0.1190,,
2362.0000,0.0011,0.6868,0.0000,3035.9912,0.0495,0.1190,,
2363.0000,0.0010,0.8614,0.0000,3126.4107,0.0471,0.1190,,
2364.0000,0.0011,0.9295,0.0000,3135.1778,0.0448,0.1190,,
2365.0000,0.0001,0.8589,0.0000,3370.5380,0.0418,0.1190,,
2366.0000,0.0000,0.6393,0.0000,3569.0223,0.0409,0.1190,,
2367.0000,0.0000,0.5507,0.0000,3507.8683,0.0396,0.1190,,
2368.0000,0.0001,0.4904,0.0000,3437.0603,0.0374,0.1190,,
2369.0000,0.0000,0.2824,0.0000,3277.3078,0.0374,0.1190,,
2370.0000,0.0000,0.1386,0.0061,3429.8041,0.0407,0.1190,,
2371.0000,0.0001,0.0347,0.0061,3324.6019,0.0441,0.1190,,
2372.0000,0.0001,0.0013,0.0372,2988.7901,0.0470,0.1190,,
2373.0000,0.0003,0.0000,0.0372,2363.8205,0.0459,0.1190,,
2374.0000,0.0004,0.0000,0.0839,2215.5664,0.0428,0.1190,,
2375.0000,0.0001,0.0000,0.1533,1945.4530,0.0420,0.1190,,
2376.0000,0.0000,0.0000,0.2517,1999.6955,0.0391,0.1190,,
2377.0000,0.0001,0.0000,0.3806,1908.2420,0.0365,0.1190,,
2378.0000,0.0001,0.0000,0.5411,1574.5704,0.0372,0.1190,,
2379.0000,0.0001,0.0000,0.5411,1527.5082,0.0365,0.1190,,
2380.0000,0.0000,0.0000,0.5411,2335.2483,0.0358,0.1190,,
2381.0000,0.0006,0.0000,0.5411,2751.7013,0.0366,0.1190,,
2382.0000,0.0026,0.0000,0.3806,2988.7901,0.0386,0.1190,,
2383.0000,0.0030,0.0000,0.0839,2959.7863,0.0470,0.1190,,
2384.0000,0.0101,0.0886,0.0372,2998.3424,0.0544,0.1190,,
2385.0000,0.0098,0.1913,0.0839,3169.7738,0.0580,0.1190,,
2386.0000,0.0094,0.2503,0.0839,3063.6576,0.0506,0.1190,,
2387.0000,0.0052,0.3415,0.0839,3117.5953,0.0447,0.1190,,
2388.0000,0.0015,0.3813,0.0839,3236.7993,0.0413,0.1190,,
2389.0000,0.0006,0.6098,0.0839,3244.9835,0.0365,0.1190,,
2390.0000,0.0000,0.9333,0.0839,3569.0223,0.0374,0.1190,,
2391.0000,0.0000,0.8743,0.1533,3472.8560,0.0381,0.1190,,
2392.0000,0.0001,0.7228,0.1533,3465.7606,0.0376,0.1190,,
2393.0000,0.0000,0.4391,0.1533,3293.2283,0.0381,0.1190,,
2394.0000,0.0003,0.1515,0.1533,3451.4748,0.0426,0.1190,,
